n,fr,t,min,max,eps,epss,alpha,lmax,nt,k,c90,c80,c70,c60,c50,c40,c30,c20,c10,c00
10,0.5,10000,10,15,0.6,0.1,100,7,7,100,0,0,0,0,0,0.01,0.01,0.04,0.05,0.39
10,0.5,10000,10,15,0.7,0.1,100,7,7,100,0,0,0,0,0,0.01,0.01,0.04,0.05,0.39
10,0.5,10000,10,15,0.8,0.1,100,7,7,100,0,0,0,0,0,0.01,0.01,0.04,0.05,0.39
10,0.5,10000,10,15,0.9,0.1,100,7,7,100,0,0,0,0,0,0.01,0.01,0.04,0.05,0.39
10,0.5,10000,10,15,1,0.1,100,7,7,100,0,0,0,0,0,0.01,0.01,0.04,0.05,0.39
10,0.5,10000,10,15,0.1,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.2,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.3,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.4,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.5,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.6,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.7,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.8,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.9,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,1,0.1,100,7,1,10,0,0,0,0,0,0,0,0.1,0.1,0.6
10,0.5,10000,10,15,0.1,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.2,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.3,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.4,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.5,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.6,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.7,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.8,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.9,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,1,0.1,100,7,2,10,0,0,0,0,0,0,0,0,0,0.5
10,0.5,10000,10,15,0.1,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.2,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.3,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.4,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.5,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.6,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.7,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.8,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.9,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,1,0.1,100,7,3,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.1,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.2,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.3,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.4,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.5,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.6,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.7,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.8,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.9,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,1,0.1,100,7,4,10,0,0,0,0,0,0,0,0,0,0.4
10,0.5,10000,10,15,0.1,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.2,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.3,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.4,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.5,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.6,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.7,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.8,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.9,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,1,0.1,100,7,5,10,0,0,0,0,0,0,0,0,0,0.3
10,0.5,10000,10,15,0.1,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.2,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.3,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.4,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.5,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.6,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.7,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.8,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.9,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,1,0.1,100,7,6,10,0,0,0,0,0,0,0,0,0,0.2
10,0.5,10000,10,15,0.1,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.2,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.3,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.4,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.5,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.6,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.7,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.8,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.9,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,1,0.1,100,7,7,10,0,0,0,0,0,0,0,0,0,0.1
10,0.5,10000,10,15,0.1,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.2,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.3,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.4,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.5,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.6,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.7,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.8,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.9,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,1,0.1,100,7,0,50,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.42
10,0.5,10000,10,15,0.1,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.2,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.3,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.4,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.5,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.6,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.7,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.8,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.9,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,1,0.1,100,7,1,50,0,0,0,0,0,0,0.04,0.08,0.08,0.52
10,0.5,10000,10,15,0.1,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.2,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.3,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.4,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.5,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.6,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.7,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.8,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.9,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,1,0.1,100,7,2,50,0,0,0,0,0,0,0.02,0.04,0.04,0.38
10,0.5,10000,10,15,0.1,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.2,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.3,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.4,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.5,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.6,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.7,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.8,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.9,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,1,0.1,100,7,3,50,0,0,0,0,0,0,0,0.04,0.04,0.38
10,0.5,10000,10,15,0.1,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.2,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.3,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.4,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.5,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.6,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.7,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.8,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.9,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,1,0.1,100,7,4,50,0,0,0,0,0,0,0,0.04,0.04,0.42
10,0.5,10000,10,15,0.1,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.2,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.3,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.4,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.5,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.6,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.7,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.8,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.9,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,1,0.1,100,7,5,50,0,0,0,0,0,0,0,0.04,0.04,0.36
10,0.5,10000,10,15,0.1,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.2,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.3,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.4,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.5,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.6,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.7,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.8,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.9,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,1,0.1,100,7,6,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.1,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.2,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.3,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.4,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.5,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.6,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.7,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.8,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,0.9,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
10,0.5,10000,10,15,1,0.1,100,7,7,50,0,0,0,0,0,0,0,0,0,0.32
